Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (absorbance units),90th Percentile (absorbance units),Mean (absorbance units),Notes 10th Percentile,Notes 90th Percentile,Notes Mean
Summer 2014,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1.1,0.9,,,
Summer 2015,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1.1,0.9,,,
Summer 2016,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1,0.8,,,
Summer 2018,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.8,1.1,0.9,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.9,1.3,1.1,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1,0.8,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.6,0.9,0.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Flushing - Clearview,403,Black Carbon,0.7,0.8,0.7,,,
Summer 2012,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,1,1.2,1.1,,,
Summer 2013,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,1,1.3,1.1,,,
Summer 2014,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.9,1.2,1.1,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.9,1.2,1,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.8,1.1,0.9,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.9,1.2,1.1,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,1.2,1.5,1.3,,,
Winter 2013-14,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,1,1.3,1.1,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.9,1.1,1,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.8,1,0.9,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.8,1,0.9,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Fordham - Bronx Pk,103,Black Carbon,0.8,1,0.9,,,
Summer 2012,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.3,1.6,1.4,,,
Summer 2013,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.2,1.6,1.4,,,
Summer 2014,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.2,1.5,1.4,,,
Summer 2015,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.5,1.3,,,
Summer 2016,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.4,1.3,,,
Summer 2017,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.3,1.2,,,
Summer 2018,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.3,1.1,,,
Winter 2012-13,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.4,1.2,,,
Winter 2013-14,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.5,1.3,,,
Winter 2014-15,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1.1,1.4,1.2,,,
Winter 2015-16,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1,1.3,1.2,,,
Winter 2016-17,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,0.9,1.1,1,,,
Winter 2017-18,Neighborhood (UHF 34),Brooklyn, Greenpoint,201,Black Carbon,1,1.2,1.1,,,
Summer 2012,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.8,1.1,0.9,,,
Summer 2013,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.8,1.1,0.9,,,
Summer 2014,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.6,0.9,0.8,,,
Summer 2015,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.7,1,0.8,,,
Summer 2016,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.6,0.9,0.8,,,
Summer 2017,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.7,0.9,0.8,,,
Summer 2018,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.7,1,0.8,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.8,1,0.9,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.6,0.9,0.7,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Jamaica,408,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.9,1.2,1,,,
Summer 2014,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.9,1.2,1,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.8,1.1,1,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.9,1.1,1,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.7,1,0.8,,,
Winter 2012-13,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,1.2,1.5,1.3,,,
Winter 2013-14,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.9,1.2,1,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.8,1.1,0.9,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.7,1,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.8,1,0.8,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Kingsbridge - Riverdale,101,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.7,1.3,,,
Summer 2013,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.7,1.3,,,
Summer 2014,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.6,1.2,,,
Summer 2015,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.6,1.2,,,
Summer 2016,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.9,1.5,1.1,,,
Summer 2017,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.5,1.2,,,
Summer 2018,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.8,1.4,1.1,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1,1.5,1.2,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,1.1,1.6,1.3,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.9,1.5,1.1,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.8,1.4,1.1,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.8,1.3,1,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Long Island City - Astoria,401,Black Carbon,0.8,1.4,1,,,
Summer 2012,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.2,1,,,
Summer 2013,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.3,1.1,,,
Summer 2014,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.2,1,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.2,1,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.7,1.1,0.9,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.1,1,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.8,1,0.9,,,
Winter 2012-13,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,1.1,1.4,1.2,,,
Winter 2013-14,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.9,1.2,1,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.8,1.1,1,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.7,1.1,0.9,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.8,1,0.9,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Northeast Bronx,102,Black Carbon,0.8,0.9,0.8,,,
Summer 2012,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.8,1,0.9,,,
Summer 2013,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.9,0.8,,,
Summer 2014,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.9,0.7,,,
Summer 2015,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.9,0.8,,,
Summer 2018,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.7,0.9,0.8,,,
Winter 2013-14,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.8,1,0.9,,,
Winter 2014-15,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Winter 2015-16,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Winter 2016-17,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.5,0.7,0.6,,,
Winter 2017-18,Neighborhood (UHF 34),Staten Island, Northern SI,501502,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.9,1.3,1.1,,,
Summer 2013,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.9,1.3,1.1,,,
Summer 2014,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.8,1.2,1,,,
Summer 2015,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.8,1.2,1,,,
Summer 2016,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,1.1,0.9,,,
Summer 2017,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.8,1.1,1,,,
Summer 2018,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,1,0.9,,,
Winter 2012-13,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.9,1.4,1.2,,,
Winter 2013-14,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,1,1.4,1.1,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,1.1,1,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,1.1,0.9,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,1,0.9,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, Pelham - Throgs Neck,104,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.9,1.1,1,,,
Summer 2013,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.8,1.1,1,,,
Summer 2014,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.9,,,
Summer 2015,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.9,,,
Summer 2016,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.8,,,
Summer 2017,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.8,,,
Summer 2018,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,0.9,0.8,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.8,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1.1,0.9,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,1,0.8,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.6,0.9,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.6,0.8,0.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Ridgewood - Forest Hills,405,Black Carbon,0.7,0.9,0.8,,,
Summer 2012,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.7,0.7,0.7,,,
Summer 2013,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.6,0.7,0.7,,,
Summer 2014,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.5,0.5,,,
Summer 2015,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.5,0.6,0.6,,,
Summer 2016,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.5,0.6,0.5,,,
Summer 2017,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.6,0.5,,,
Summer 2018,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.5,0.5,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.7,0.8,0.7,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.5,0.6,0.5,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.5,0.5,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.6,0.7,0.7,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.6,0.5,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Rockaways,410,Black Carbon,0.4,0.5,0.5,,,
Summer 2012,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1.1,1.5,1.2,,,
Summer 2013,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1.1,1.5,1.3,,,
Summer 2014,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1,1.5,1.2,,,
Summer 2015,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1,1.4,1.2,,,
Summer 2016,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,0.9,1.3,1.1,,,
Summer 2017,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1,1.4,1.2,,,
Summer 2018,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,0.8,1.2,1,,,
Winter 2012-13,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1.2,1.7,1.5,,,
Winter 2013-14,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1.2,1.6,1.4,,,
Winter 2014-15,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,1,1.3,1.1,,,
Winter 2015-16,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,0.9,1.3,1.1,,,
Winter 2016-17,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,0.9,1.2,1,,,
Winter 2017-18,Neighborhood (UHF 34),Bronx, South Bronx,105106107,Black Carbon,0.8,1.1,1,,,
Summer 2012,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.7,0.9,0.8,,,
Summer 2013,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.7,0.9,0.8,,,
Summer 2014,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.5,0.7,0.6,,,
Summer 2015,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.8,0.7,,,
Summer 2018,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.7,0.9,0.8,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.7,1,0.8,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.7,0.6,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.7,0.9,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.5,0.7,0.6,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Southeast Queens,409,Black Carbon,0.6,0.7,0.6,,,
Summer 2012,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.8,1,0.9,,,
Summer 2013,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.9,0.7,,,
Summer 2014,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.9,0.7,,,
Summer 2015,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.8,0.7,,,
Summer 2016,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.5,0.8,0.6,,,
Summer 2017,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.9,0.7,,,
Summer 2018,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.5,0.7,0.6,,,
Winter 2012-13,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.9,0.7,,,
Winter 2013-14,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.8,1.1,0.9,,,
Winter 2014-15,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.5,0.8,0.7,,,
Winter 2015-16,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.5,0.8,0.6,,,
Winter 2016-17,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.4,0.7,0.6,,,
Winter 2017-18,Neighborhood (UHF 34),Staten Island, Southern SI,503504,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.8,1,0.9,,,
Summer 2013,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.7,1,0.9,,,
Summer 2014,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.8,0.7,,,
Summer 2015,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.9,0.8,,,
Summer 2016,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.8,0.7,,,
Summer 2017,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.9,0.7,,,
Summer 2018,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.8,0.7,,,
Winter 2012-13,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.9,0.8,,,
Winter 2013-14,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.9,0.7,,,
Winter 2014-15,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.8,0.7,,,
Winter 2015-16,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.9,0.8,,,
Winter 2016-17,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.5,0.8,0.7,,,
Winter 2017-18,Neighborhood (UHF 34),Queens, Southwest Queens,407,Black Carbon,0.6,0.8,0.7,,,
Summer 2012,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.9,1.4,1.2,,,
Summer 2013,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.8,1.4,1.1,,,
Summer 2014,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.8,1.3,1.1,,,
Summer 2015,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.8,1.3,1.1,,,
Summer 2016,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1.3,1,,,
Summer 2017,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1.2,0.9,,,
Summer 2018,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1.1,0.9,,,
Winter 2012-13,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.9,1.4,1.1,,,
Winter 2013-14,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.8,1.3,1.1,,,
Winter 2014-15,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1.2,1,,,
Winter 2015-16,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1.2,1,,,
Winter 2016-17,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.6,1,0.8,,,
Winter 2017-18,Neighborhood (UHF 34),Brooklyn, Sunset Park,205,Black Carbon,0.7,1,0.8,,,
Summer 2012,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1.1,1.8,1.4,,,
Summer 2013,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1.1,1.9,1.5,,,
Summer 2014,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1.1,2,1.5,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.8,1.4,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.8,1.3,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.4,1.2,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.4,1.2,,,
Winter 2012-13,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.7,1.3,,,
Winter 2013-14,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1.1,1.8,1.4,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,1,1.5,1.2,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,0.9,1.6,1.2,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,0.8,1.1,0.9,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Union Square-Lower Manhattan,309310,Black Carbon,0.9,1.2,1,,,
Summer 2012,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.3,1.9,1.6,,,
Summer 2013,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.3,2.1,1.7,,,
Summer 2014,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.3,2.1,1.7,,,
Summer 2015,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.2,1.9,1.6,,,
Summer 2016,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.2,1.9,1.5,,,
Summer 2017,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1,1.4,1.2,,,
Summer 2018,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1,1.7,1.3,,,
Winter 2012-13,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.3,1.9,1.6,,,
Winter 2013-14,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.3,2,1.7,,,
Winter 2014-15,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.1,1.6,1.4,,,
Winter 2015-16,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,1.1,1.7,1.4,,,
Winter 2016-17,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,0.8,1.1,1,,,
Winter 2017-18,Neighborhood (UHF 34),Manhattan, Upper East Side-Gramercy,305307,Black Carbon,0.9,1.4,1.1,,,
Summer 2012,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Black Carbon,1.2,1.5,1.3,,,
Summer 2013,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Black Carbon,1.2,1.7,1.4,,,
Summer 2014,Neighborhood (UHF 34),Manhattan, Upper West Side,304,Black Carbon,1.2,1.8,1.4,,,
